canonical_id,v1_score,v1_evidence,v1_reason,v2_score,v2_evidence,v2_reason,score_changed,crossed_main_threshold
463,1,系统预估录入,岗位涉及使用系统进行数据录入，但核心是人伤查勘定损，数字工具仅为辅助。,1,对案件损失进行系统预估录入,岗位核心是人伤查勘定损，系统录入为辅助步骤；不是0分因明确使用系统；不是2分因不涉及核心数字技术开发或建模。,False,False
464,1,熟练操作相关办公软件,岗位涉及使用办公软件和实验设备，但核心是产品可靠性实验，数字工具仅为辅助。,1,熟练操作相关办公软件|熟悉使用实验设备,岗位核心是产品可靠性实验，办公软件和实验设备是辅助工具，符合辅助数字工具（1分）。未涉及软件开发或AI，因此不是2或3分。,False,False
465,1,ERP数据录入|熟练操作office等办公软件,岗位涉及ERP数据录入和办公软件使用，但核心是采购文员工作，数字工具仅为辅助。,1,ERP数据录入|能熟练操作office等办公软件,岗位核心是采购文员工作，ERP和Office仅用于数据录入和协调，属于辅助数字工具（1分）。未涉及系统开发或AI，因此不是2或3分。,False,False
466,2,报表开发|Oracle/SQLServer/MySQL数据库操作|OA办公系统及相关报表开发|公司官网调试与日常维护,岗位核心是软件系统运维、数据库操作和开发，属于软件和信息化技术核心。,2,"负责NCCloud系统(财务、供应链等模块)日常运维、流程管理、报表开发|掌握Oracle/SQLServer/MySQL数据库操作|至少掌握一门开发语言,如Python,Java,PHP等",岗位核心职责是系统运维、报表开发和集成，涉及数据库和编程语言，属于核心数字技术（2分）。未提及AI/ML，因此不是3分。,False,False
467,1,数据分析,岗位涉及质量数据分析，但核心是客户质量工程师，数据处理仅为辅助。,0,,岗位描述仅涉及客户质量投诉处理、过程质量、数据分析等，但未明示要求任何数字工具或技术，因此为0分。,True,False
468,0,,岗位为法务工作，无实质AI或数字技术内容。,0,,岗位描述仅涉及法务工作，未明示要求任何数字工具或技术，因此为0分。,False,False
469,0,,岗位为投资并购总监，无实质AI或数字技术内容。,0,,岗位描述仅涉及投资并购业务拓展、客户拜访、市场分析等，未明示要求任何数字工具或技术，因此为0分。,False,False
470,1,熟悉ERP系统运作,岗位涉及使用ERP系统，但核心是仓库管理，数字工具仅为辅助。,1,熟悉ERP系统运作,岗位核心是仓库管理，ERP系统是辅助工具，移除ERP后仓库管理职责仍成立，因此为1分而非2分。,False,False
472,1,数据分析能力,岗位涉及数据分析和办公软件使用，但核心是产品经理，数字工具仅为辅助。,1,熟悉计算机操作技能和办公软件(Excel、PPT 、Word),岗位核心是产品管理与营销，办公软件是辅助工具，移除后产品管理职责仍成立，因此为1分而非2分。,False,False
473,0,,岗位为车险销售，无实质AI或数字技术内容。,1,信息收集、统计,岗位核心是车险销售与出单，信息收集统计是辅助性数据处理，移除后销售职责仍成立，因此为1分而非0分或2分。,True,False
474,0,,岗位为4S店车间主管，无实质AI或数字技术内容。,0,,岗位描述仅涉及车间管理经验，未明示任何数字工具或技术，因此为0分而非1分。,False,False
475,2,手机基带系统原理设计|硬件设计需求输入输出能力|手机平台基带设计,岗位核心是手机基带硬件设计，涉及EDA工具和嵌入式技术，属于电子工程和自动化技术核心。,2,"手机基带系统原理设计|PCB布局和布线设计|EDA设计工具,Cadence",岗位核心是基带硬件设计，涉及EDA工具和PCB设计，属于核心数字技术，但未涉及AI/ML，因此为2分而非3分。,False,False
477,1,PRO-E|OFFICE办公软件,岗位涉及使用PRO-E和办公软件编写SOP，但核心是技术文档编写，数字工具仅为辅助。,1,熟悉PRO-E、OFFICE办公软件,岗位核心是SOP编写与文件管理，PRO-E和Office是辅助工具，移除后技术文档工作仍成立，因此为1分而非2分。,False,False
478,1,销售助理-华北区,岗位涉及使用办公软件，但核心是销售助理，数字工具仅为辅助。,1,熟练应用计算机办公软件(word/excel/ppt),岗位核心是销售助理，办公软件是辅助工具，移除后销售支持职责仍成立，因此为1分而非2分。,False,False
479,0,,岗位为计划主管，无实质AI或数字技术内容。,0,,岗位描述仅涉及生产计划管理，未明示任何数字工具或技术，因此为0分而非1分。,False,False
480,2,"熟悉制图软件(UG,CAD等)|熟练使用 Office 办公软件|数据统计分析",岗位核心依赖于CAD软件进行模具设计，软件技术是核心技能,1,"熟练使用 Office 办公软件,尤其是 Excel 的使用 ,具备数据统计分析能力|熟悉制图软件(UG,CAD等)",岗位核心是模具设计，使用CAD/UG和Excel进行数据统计是辅助工具，移除后设计职责仍成立，因此为1分；不是0分因为明确要求数字工具，不是2分因为工具使用非核心产出。,True,True
481,0,,岗位为私人财富规划师，描述中未提及任何数字技术或AI相关内容。,0,,岗位描述仅涉及财富规划、需求分析、风险评估等，未提及任何数字工具或技术，因此为0分；不是1分因为无任何数字工具要求。,False,False
482,2,ERP二次开发工作|开发组数据项目开发|自主应用项目开发|集成项目开发与系统二次开发|熟练掌握Java语言,岗位核心是软件开发，涉及ERP二次开发、数据库和多种编程语言，属于软件技术核心。,2,"ERP二次开发工作|熟练掌握Java语言,能够独立完成二次开发|熟练掌握和使用主流数据库,如oracle、mysql、mssql、db2",岗位核心是软件开发，包括ERP二次开发和数据库使用，属于核心数字技术，因此为2分；不是1分因为开发是核心职责，不是3分因为未涉及AI/ML。,False,False
483,1,"熟练使用各种office办公软件,生物信息分析软件,数据分析软件",岗位核心是医学学术支持，数字工具仅为辅助数据分析。,1,"能够熟练使用各种office办公软件,生物信息分析软件,数据分析软件",岗位核心是医学学术支持，使用生物信息分析软件和数据分析软件是辅助工具，移除后医学职责仍成立，因此为1分；不是0分因为明确要求专业软件，不是2分因为软件使用非核心产出。,False,False
484,1,能够熟练使用Coreldraw、photoshop、AI等软件,岗位核心是企划设计，数字工具为辅助设计软件。,1,能够熟练使用Coreldraw、photoshop、AI等软件,岗位核心是企划设计，使用设计软件是辅助工具，移除后企划职责仍成立，因此为1分；不是0分因为明确要求设计软件，不是2分因为软件使用非核心产出。,False,False
485,1,通过微信群等做好客户日常经营,岗位核心是社区运营服务，使用微信群仅为辅助沟通工具。,0,,岗位描述涉及客户服务、社群运营，未提及任何数字工具或技术，因此为0分；不是1分因为无数字工具要求。,True,False
486,0,,岗位为电工，描述中未提及任何数字技术或AI相关内容。,0,,岗位仅要求电工证和经验，未提及任何数字工具或技术，因此为0分；不是1分因为无数字工具要求。,False,False
487,0,,岗位为银行专业精英，描述中未提及数字技术或AI相关内容。,0,,岗位描述为银行专业人才，涉及运营、营销，未提及任何数字工具或技术，因此为0分；不是1分因为无数字工具要求。,False,False
488,0,,岗位为LED销售工程师，描述中未提及数字技术或AI相关内容。,0,,岗位是LED销售工程师，核心职责是产品销售、客户开发与维护，未明示要求任何数字工具、信息系统、编程或AI技术。移除技术后销售产出仍成立，因此为0分，不是1分（无辅助数字工具要求）。,False,False
489,0,,岗位为售前/售后技术支持工程师，描述中未提及数字技术或AI相关内容。,0,,岗位是售前/售后技术支持工程师，负责催化剂产品的技术方案、安装调试和用户培训，未明示要求使用数字工具、软件或AI。移除技术后技术支持产出仍成立，因此为0分，不是1分（无数字工具要求）。,False,False
490,1,"审核三大报表,税务申报,成本分析",岗位核心是成本会计，可能使用财务软件进行数据分析，但仅为辅助。,0,,岗位是成本会计，职责为成本监督、核算和报表审核，未明示要求使用数字工具或信息系统。移除技术后会计产出仍成立，因此为0分，不是1分（无数字工具要求）。,True,False
491,0,,岗位为保险代理人招募，描述中未提及数字技术或AI相关内容。,0,,岗位是保险代理人招募，职责为销售保险、客户开发，未明示要求任何数字工具或技术。移除技术后销售产出仍成立，因此为0分，不是1分（无辅助数字工具要求）。,False,False
492,1,系统处理|单据报表制作,岗位核心是仓管，涉及系统处理和报表制作，数字工具为辅助。,1,系统处理|单据报表制作,岗位是半成品仓管员，核心职责为仓库收货、盘点、5S管理等，但明确要求“系统处理”和“单据报表制作”，属于使用信息系统辅助仓储管理，技术非核心产出。因此为1分，不是0分（有数字工具要求）或2分（非系统开发或核心数字技术）。,False,False
493,1,通过电话、短信、微信等工具在办公室联系客户,岗位核心是车险销售，使用通讯工具仅为辅助客户联系。,1,通过电话、短信、微信等工具在办公室联系客户,岗位是车险销售专员，核心职责为电话销售车险，明确要求使用电话、短信、微信等数字沟通工具，但销售仍是核心产出，技术仅为辅助。因此为1分，不是0分（有数字工具要求）或2分（非技术核心）。,False,False
494,0,,岗位为工程主管，描述中未提及数字技术或AI相关内容。,0,,岗位是工程主管（运行维修），职责为设备巡检、维保、团队管理，未明示要求使用数字工具或技术。移除技术后维修管理产出仍成立，因此为0分，不是1分（无数字工具要求）。,False,False
495,0,,岗位为市场专员，描述中未提及数字技术或AI相关内容。,0,,岗位是市场专员，职责为产品售前技术支持、用户需求收集、招投标支持，未明示要求使用数字工具或技术。移除技术后市场支持产出仍成立，因此为0分，不是1分（无数字工具要求）。,False,False
497,0,,岗位为保险销售与管理，无AI或数字技术内容。,0,,岗位描述仅涉及保险销售、团队管理和培训，未明示要求任何数字工具、信息系统、编程或AI技术。因此为0分，而非1分（无辅助数字工具要求）。,False,False
498,1,设备动力方面的管理工作|设备安全操作技术知识培训,涉及设备管理，但数字技术仅为辅助。,0,,岗位职责为设备管理、安全操作培训、检修监督等，未提及使用数字工具或信息系统。因此为0分，而非1分（无辅助数字工具要求）。,True,False
499,2,负责控制器与伺服驱动器通讯现场总线协议的实现以及调试|精通C语言、CanOpen协议|熟悉Ethercat协议,软件和通信协议是岗位核心。,2,"负责控制器与伺服驱动器通讯现场总线协议的实现以及调试|负责开发驱动器的控制软件,包括位置环,速度环和电流环的控制|精通C语言、CanOpen协议|熟悉Ethercat协议、掌握若干开源包的开发调试与改进",岗位核心职责是开发控制软件和通讯协议，属于嵌入式/自动化软件开发，是核心数字技术。未涉及AI/ML，因此为2分而非3分。,False,False
500,0,,综合管理岗位，无AI或数字技术内容。,0,,岗位职责为制度流程建设、人力资源、后勤管理等综合管理，未明示要求数字工具或技术。因此为0分，而非1分（无辅助数字工具要求）。,False,False
501,0,,房产销售管理，无AI或数字技术内容。,0,,岗位职责为房产销售管理、团队组建等，未明示要求数字工具或技术。因此为0分，而非1分（无辅助数字工具要求）。,False,False
502,2,有源滤波、低压静止无功发生器SVG|电力电子产品的说明书、产品手册的编制,电力电子技术是岗位核心。,1,负责相关的电力电子产品的说明书、产品手册的编制等技术类支持工作,岗位主要是技术支持、文档编制和协调工作，使用办公软件辅助，但核心产出是技术支持服务而非软件开发。因此为1分，而非2分（非核心数字技术开发）。,True,True
503,1,熟练使用办公软件,办公软件仅为辅助工具。,1,熟练使用办公软件,岗位要求熟练使用办公软件，但核心职责是钣金零件跟单，办公软件仅为辅助工具。因此为1分，而非0分（明确要求办公软件）或2分（非核心数字技术）。,False,False
504,0,,人伤查勘定损，无AI或数字技术内容。,0,,岗位职责为人伤查勘定损、理赔指导等，未明示要求数字工具或技术。因此为0分，而非1分（无辅助数字工具要求）。,False,False
505,0,,银行市场营销，无AI或数字技术内容。,0,,岗位描述仅涉及金融产品营销、客户服务等传统银行业务，未提及任何数字工具、信息系统或技术使用要求，因此为0分。不是1分，因为无任何数字工具要求。,False,False
506,2,"熟练使用机械绘图的3D和2D软件(如CAD,Solidworks)",机械设计软件是岗位核心技能。,1,"熟练使用机械绘图的3D和2D软件(如CAD,Solidworks)",岗位核心是机械非标设计，CAD/Solidworks是辅助设计工具，移除后设计工作仍可进行（尽管效率降低），因此为1分。不是2分，因为软件开发或系统构建不是核心产出。,True,True
507,1,娴熟掌握Excel、Word等office办公软件,办公软件仅为辅助工具。,1,能娴熟掌握Excel、Word等office办公软件者优先,出纳岗位核心是现金银行结算、账务处理，Excel/Word是辅助办公工具，移除后出纳工作仍成立，因此为1分。不是0分，因为明确要求办公软件技能；不是2分，因为不涉及系统开发或核心数字技术。,False,False
508,1,熟悉EXCEL等办公软件|熟悉用友或金蝶会计电算化软件,会计电算化软件为辅助工具。,1,熟悉EXCEL等办公软件|熟悉用友或金蝶会计电算化软件优先,会计实习岗位核心是应收应付账款、凭证录入等财务工作，Excel和会计软件是辅助工具，移除后会计工作仍可手工完成，因此为1分。不是2分，因为不涉及软件开发或系统运维。,False,False
509,1,利用公司平台给客户推送福利,使用公司平台进行客户维护，数字工具为辅助。,0,,岗位描述为线上客服运营，使用公司平台推送福利、添加微信等，未明示要求任何数字工具或技术技能，因此为0分。不是1分，因为未提及办公软件或信息系统使用要求。,True,False
510,0,,电焊工，无AI或数字技术内容。,0,,电焊工岗位仅要求手工电焊操作，未提及任何数字工具或技术，因此为0分。不是1分，因为无任何数字工具要求。,False,False
511,2,负责空调系统相关软件的设计、开发与优化|精通C/C++或Python等编程语言|熟悉嵌入式系统开发,软件开发是岗位核心。,2,"负责空调系统相关软件的设计、开发与优化|精通C/C++或Python等编程语言,熟悉嵌入式系统开发",岗位核心是空调系统软件开发，属于嵌入式软件研发，是核心数字技术产出，因此为2分。不是3分，因为未明确涉及AI/机器学习；不是1分，因为软件开发是核心职责而非辅助工具。,False,False
512,2,电控工程师|自动化 机械电子工程 机械工程及自动化 测控技术与仪器等相关专业,电控工程师岗位通常涉及自动化控制系统和嵌入式技术，可能属核心技术,0,,岗位描述仅列出专业和学历要求，未提及任何具体数字工具、编程或技术职责，因此为0分。不是1分，因为无任何数字工具要求。,True,True
513,1,系统录入|录入系统单据|库存分析,岗位涉及使用信息系统进行数据录入和库存分析，但数字工具仅为辅助工作。,1,熟练使用办公软件|到货单系统录入|录入系统单据,岗位核心是采购内勤事务，使用办公软件和系统录入是辅助工具，移除后采购内勤职责仍成立，因此为1分。不是0分因为明确要求数字工具；不是2分因为不涉及软件开发或核心数字技术。,False,False
514,1,财务经理,岗位要求熟悉财务软件，但数字工具仅为辅助财务管理工作。,1,"熟悉财务软件,如金蝶、用友等",岗位核心是财务管理，财务软件是辅助工具，移除后财务经理职责仍成立，因此为1分。不是0分因为明确要求使用财务软件；不是2分因为不涉及软件开发或核心数字技术。,False,False
515,0,,岗位为酒店方案设计师，描述中未提及任何AI或数字技术内容。,0,,岗位描述仅涉及酒店方案设计、施工图设计等，未提及任何数字工具或技术，因此为0分。不是1分因为无任何数字工具要求。,False,False
516,0,,岗位为档案资料管理员，描述中未提及任何AI或数字技术内容。,0,,岗位描述仅涉及资料管理、职称申请、会议纪要书写，未提及任何数字工具或技术，因此为0分。不是1分因为无任何数字工具要求。,False,False
517,0,,岗位为氩弧焊技术员，描述中未提及任何AI或数字技术内容。,0,,岗位描述仅涉及氩弧焊技术操作和报表填写，未明确要求数字工具或技术，因此为0分。不是1分因为“填写报表”未明确为数字工具，且无其他数字工具要求。,False,False
519,1,月度绩效考核与季度绩效考核结果的汇总与清算|每月薪资及浮薪的预提与清算|年度、月度的人工成本预算与更新,岗位涉及使用办公软件进行数据汇总、清算和预算，数字工具为辅助工作。,0,,岗位描述涉及绩效考核、薪资清算、预算等，但未明确要求使用数字工具或软件，因此为0分。不是1分因为无任何数字工具要求。,True,False
520,1,精通word、excel等办公软件,岗位要求精通办公软件，但数字工具仅为辅助行政事务。,1,精通word、excel等办公软件,岗位核心是行政事务，办公软件是辅助工具，移除后行政助理职责仍成立，因此为1分。不是0分因为明确要求办公软件；不是2分因为不涉及软件开发或核心数字技术。,False,False
521,0,,岗位为暖通工程专家，描述中未提及任何AI或数字技术内容。,0,,岗位描述涉及暖通工程方案制定、设备检查、培训等，未提及任何数字工具或技术，因此为0分。不是1分因为无任何数字工具要求。,False,False
522,1,能够对性能评价后形成数据开展一定分析工作,岗位涉及数据分析，但仅为辅助医学检验工作。,1,能够对性能评价后形成数据开展一定分析工作|基本掌握检验常规设备的标准化操作,岗位核心是医学检验实验操作，数据分析仅为辅助工具，移除后检验产出仍成立，因此为1分；未涉及软件开发或AI研发，故不是2或3分。,False,False
523,1,熟练操作Office等办公软件|能独立完成高质量PPT和呈现,岗位要求熟练使用办公软件，数字工具为辅助培训工作。,1,"熟练操作Office等办公软件,能独立完成高质量PPT和呈现",培训专员的核心职责是培训组织与管理，办公软件仅作为辅助工具，移除后培训工作仍可进行，因此为1分；未涉及软件开发或AI，故不是2或3分。,False,False
524,0,,岗位为人事专员，描述中未提及任何AI或数字技术内容。,0,,岗位职责为招聘、社保、培训、行政等传统人事工作，未明示要求任何数字工具或技术，因此为0分；不是1分因为无任何数字工具要求。,False,False
525,1,熟练掌握办公软件和数据分析工具|能够对客户数据进行统计和分析,岗位要求使用办公软件和数据分析工具，但仅为辅助客户管理工作。,1,"熟练掌握办公软件和数据分析工具,能够对客户数据进行统计和分析",客户主管的核心是客户关系管理和销售，办公软件和数据分析仅为辅助工具，移除后客户管理职责仍成立，因此为1分；未涉及软件开发或AI，故不是2或3分。,False,False
526,0,,岗位为银行渠道经理，描述中未提及任何AI或数字技术内容。,0,,岗位职责为银行渠道维护和培训，未明示要求任何数字工具或技术，因此为0分；不是1分因为无任何数字工具要求。,False,False
527,0,,岗位为房地产转型优才管理，描述中未提及任何AI或数字技术内容。,0,,岗位职责为团队管理、营销和绩效追踪，未明示要求任何数字工具或技术，因此为0分；不是1分因为无任何数字工具要求。,False,False
528,0,,岗位为中级电工，描述中未提及任何AI或数字技术内容。,0,,岗位职责为配电设备维护、故障排除和现场管理，未明示要求任何数字工具或技术，因此为0分；不是1分因为无任何数字工具要求。,False,False
529,2,RTL coding|Verilog HDL|SoC系统级/子系统集成|IP集成|PPA分析和优化,SOC芯片逻辑设计岗位，核心是数字集成电路设计和硬件描述语言，属于信息化/嵌入式技术,2,"负责IP规格/设计文档的制定,RTL coding, 功能调试以及覆盖率分析|负责IP集成,Lint/cdc检查, sdc/upf/timing收敛|熟练掌握Verilog HDL",岗位核心是芯片逻辑设计，涉及RTL编码、IP集成等数字硬件开发，属于核心数字技术，因此为2分；未明确提及AI/ML，故不是3分。,False,False
530,0,,物业机电经理岗位，管理设备运维，无数字技术内容,1,引进推广新技术新方法在住宅设施设备管理中应用,岗位核心是物业机电设备管理，新技术推广是辅助手段，移除后管理职责仍成立，因此为1分。不是0分因为明确提到新技术应用；不是2分因为未涉及软件开发或核心数字技术研发。,True,False
531,0,,岗位为服装零售店长，描述中无任何AI或数字技术相关内容。,0,,岗位是店长，职责为销售和店铺管理，未明示要求任何数字工具或技术。因此为0分。不是1分因为未提及Office等工具。,False,False
532,1,熟练掌握办公软件,要求熟练掌握办公软件，属于数字工具辅助工作，但非岗位核心。,1,熟练掌握办公软件,岗位是办公室文员，办公软件是辅助工具，核心是文员职责。因此为1分。不是0分因为明确要求办公软件；不是2分因为不涉及软件开发或核心数字技术。,False,False
533,0,,岗位为销售储备干部，描述仅提及专业要求，无AI或数字技术内容。,0,,岗位是销售储备干部，描述仅提及专业要求，未明示任何数字工具或技术。因此为0分。不是1分因为无相关证据。,False,False
534,0,,岗位为配方科学家，涉及化妆品配方研发，无AI或数字技术内容。,0,,岗位是科学家，职责为配方研发和管理，未明示要求数字工具、编程或AI技术。因此为0分。不是1分因为未提及任何数字工具。,False,False
535,0,,与534相同，岗位为配方科学家，无AI或数字技术内容。,0,,与534相同，岗位是科学家，职责为配方研发和管理，未明示任何数字技术。因此为0分。,False,False
536,2,负责新能源/辅助驾驶领域的新技术研究|分析风险定价|参与搭建新能源相关风控体系与线上化建设工作,岗位涉及新能源和辅助驾驶技术研究、风险定价分析及线上化建设，数据分析和信息系统是核心工作。,2,分析风险定价|参与搭建新能源相关风控体系与线上化建设工作,岗位涉及金融风险定价和线上化系统建设，属于核心数字技术产出；不是1分因技术是核心职责；不是3分因未明确涉及AI/ML。,False,False
538,1,负责资本市场和行业的研究分析|对二级市场行情监控和市值变动分析|分析证券市场动态|定期编写证券市场研究报告,岗位涉及市场研究和数据分析，可能使用信息系统或数据处理工具，但核心是金融分析，数字技术为辅助。,1,"负责资本市场和行业的研究分析以及对二级市场行情监控和市值变动分析|分析证券市场动态,定期编写证券市场研究报告",岗位是证券业务管理，使用分析工具进行市场研究，但核心是资本运作和沟通，数字工具辅助分析，因此为1分。不是0分因为涉及数据分析；不是2分因为未要求开发模型或系统。,False,False
539,1,熟练电脑操作及Office办公软件,要求熟练使用办公软件，属于数字工具辅助日常事务，但非岗位核心。,1,熟练电脑操作及Office办公软件,岗位核心是商务行政事务，Office软件是辅助工具，移除后岗位仍成立，因此为1分；未涉及软件开发或AI，故不是2或3分。,False,False
540,0,,保险销售及客户服务岗位，无数字技术内容,0,,岗位职责为保险销售与客户服务，未明示要求任何数字工具或技术，因此为0分；无证据支持1分。,False,False
541,1,通过官方服务热线、企业微信添加客户微信|公司配备办公电话和电脑,使用企业微信和电脑等数字工具进行客户服务，但岗位核心是客户关系维护，数字技术为辅助。,0,,岗位职责为客户服务与销售支持，未明示要求数字工具或技术，因此为0分；无证据支持1分。,True,False
542,1,ISO90001质量管理体系和ISO140001环境管理体系维护,涉及质量管理体系维护，可能使用信息系统，但核心是质量控制，数字技术为辅助。,0,,岗位为质量管理，未明示要求使用数字工具或技术，因此为0分；虽提及ISO体系，但未要求具体软件或系统，故不是1分。,True,False
543,2,Java开发|SSM、Spring cloud 、Nacos等主流框架|MySQL、MongoDB等主流数据|Nginx、Redis、Elasticsearch 等技术|软件单元测试与集成测试,岗位是高级Java开发，软件开发和数据处理是核心工作，涉及多种数字技术。,2,"高级Java开发|按项目需求任务完成开发工作|完成自己负责模块的软件单元测试与集成测试|编写开发文档、软件技术文档|熟悉J2EE技术架构体系,熟练掌握SSM、Spring cloud 、Nacos等主流框架",岗位核心是软件开发，属于核心数字技术，因此为2分；未涉及AI/ML研发，故不是3分。,False,False
544,0,,岗位为市场销售助理，要求英语口语，无AI或数字技术内容。,0,,岗位为销售助理，未明示要求数字工具或技术，因此为0分；无证据支持1分。,False,False
545,0,,与544相同，岗位为市场销售助理，无AI或数字技术内容。,0,,岗位为销售助理，未明示要求数字工具或技术，因此为0分；无证据支持1分。,False,False
546,1,熟练使用office办公软件,要求熟练使用办公软件，属于数字工具辅助工作，但岗位核心是保洁管理。,1,熟练使用office办公软件,岗位核心是保洁管理，Office软件是辅助工具，移除后岗位仍成立，因此为1分；未涉及软件开发或AI，故不是2或3分。,False,False
547,0,,岗位描述未提及任何AI或数字技术内容，仅涉及市场规划与开拓。,0,,岗位职责为市场规划、销售策略执行和业务开拓，未明示要求任何数字工具、信息系统、编程或AI技术。因此为0分，不是1分（无辅助数字工具要求）。,False,False
548,1,掌握计算机及office操作系统,要求掌握计算机及office操作系统，属于数字工具辅助工作。,1,掌握计算机及office操作系统,岗位核心是房屋质量检查和维修管理，要求使用计算机和Office仅为辅助工具，移除后核心职责仍成立。因此为1分，不是0分（明确要求数字工具）或2分（非核心数字技术产出）。,False,False
549,2,维护和优化现有信息系统|参与新项目的需求分析、设计、编码、测试等工作|熟悉Android、HTML5、CSS3等相关技术|熟悉Android系统的开发框架|熟悉Oracle、SQL Server等数据库,岗位核心是信息系统开发与维护，涉及软件、编码和数据库技术。,2,维护和优化现有信息系统|参与新项目的需求分析、设计、编码、测试|熟悉Android、HTML5、CSS3等相关技术|有实际项目开发经验|熟悉Android系统的开发框架,岗位核心是信息系统维护和软件开发，属于核心数字技术产出。未涉及AI/ML研发，因此为2分，不是1分（非辅助工具）或3分（无AI/ML明确要求）。,False,False
551,1,会使用天准二次元检测仪、Miutoyo镭射测量仪等测量设备,使用数字测量设备，但仅为辅助工作，核心是机械加工。,1,会使用天准二次元检测仪、Miutoyo镭射测量仪等测量设备,岗位核心是数控机床操作和产品加工，使用测量设备为辅助工具，移除后核心产出仍成立。因此为1分，不是0分（明确要求数字测量设备）或2分（非核心数字技术产出）。,False,False
553,0,,岗位描述为线材押出操作，无AI或数字技术内容。,0,,岗位职责为操作押出机台、了解机台参数和保养，未明示要求数字工具、信息系统或编程。因此为0分，不是1分（无辅助数字工具要求）。,False,False
554,0,,私人银行客户经理岗位，未提及AI或数字技术，仅涉及金融业务。,0,,岗位职责为客户关系维护、资产配置和金融产品销售，未明示要求数字工具、信息系统或编程。因此为0分，不是1分（无辅助数字工具要求）。,False,False
557,2,熟悉ERP\PLM等财务软件,岗位核心涉及ERP系统实施、软件标准化和成本管理系统，属于信息化技术核心。,1,熟悉ERP\PLM等财务软件|熟练使用office办公软件,岗位核心是成本管理和财务分析，要求使用ERP/PLM和Office仅为辅助工具，移除后核心职责仍成立。因此为1分，不是0分（明确要求数字工具）或2分（非核心数字技术产出）。,True,True
558,0,,商务司机岗位，无AI或数字技术内容。,0,,岗位职责为驾驶、车辆保养和行政事务，未明示要求数字工具、信息系统或编程。因此为0分，不是1分（无辅助数字工具要求）。,False,False
559,1,熟练使用相关办公软件,要求熟练使用办公软件，属于数字工具辅助工作。,1,熟练使用相关办公软件,岗位核心是行政后勤事务，办公软件仅作为辅助工具，移除后行政工作仍可进行，因此为1分；不是0分因为明确要求使用办公软件，不是2分因为不涉及软件开发或系统核心产出。,False,False
560,1,熟练操作计算机办公软件,要求熟练操作计算机办公软件，属于数字工具辅助工作。,1,熟练操作计算机办公软件,岗位是人力资源、行政文秘实习，办公软件是辅助工具，核心产出是协助管理而非技术开发，因此为1分；不是0分因为明确要求计算机办公软件，不是2分因为不涉及系统开发或数据工程。,False,False
561,0,,下游工艺开发岗位，涉及生物化学实验，未提及AI或数字技术。,0,,岗位描述涉及蛋白纯化工艺开发，但未提及任何数字工具、编程、数据或AI技术，仅要求专业技能如蛋白纯化技术、DOE等，属于生物实验领域，因此为0分；不是1分因为没有要求使用办公软件或信息系统。,False,False
562,0,,团体渠道客户经理，保险业务拓展，无AI或数字技术内容。,0,,岗位是保险销售和客户服务，描述中未提及任何数字工具或技术，仅强调销售技能和资源，因此为0分；不是1分因为没有要求使用办公软件或系统。,False,False
563,0,,产品经理岗位，餐饮渠道管理，未提及AI或数字技术。,0,,岗位是餐饮渠道产品经理，职责涉及产品管理、计划、客户维护，未提及任何数字工具或技术，因此为0分；不是1分因为没有要求使用办公软件或信息系统。,False,False
564,0,,管培生岗位，营销支持，未提及AI或数字技术。,0,,岗位是保险营销支持，描述中未提及任何数字工具或技术，仅要求沟通能力和专业背景，因此为0分；不是1分因为没有要求使用办公软件或系统。,False,False
565,0,,开发采购经理，涉及采购和供应链，未提及AI或数字技术。,0,,岗位是采购经理，职责涉及战略管理、供应商开发、流程执行，但未提及任何数字工具、编程或数据技术，因此为0分；不是1分因为没有要求使用办公软件或信息系统。,False,False
566,0,,保洁岗位，无AI或数字技术内容。,0,,岗位是保洁，描述中未提及任何数字工具或技术，因此为0分；不是1分因为没有要求使用办公软件或系统。,False,False
567,0,,岗位描述涉及传统人力资源管理，无AI或数字技术内容。,1,构建人才储备数据库|创新优化人员甄选工具,岗位核心是人力资源管理（招聘、培训、干部管理），提及的数据库和工具属于辅助手段，移除后人事职能仍成立，因此为1分。不是0分因为明确涉及数据库和工具；不是2分因为并非以软件开发或系统建设为核心产出。,True,False
568,0,,岗位描述为常规人事工作，未提及数字技术或AI。,0,,岗位描述仅涉及传统人事工作，未明示要求使用数字工具、信息系统或编程，因此为0分。不是1分因为无任何数字技术相关要求。,False,False
569,0,,产品策划经理岗位，涉及市场分析和产品策略，但无数字技术或AI内容。,0,,岗位职责为产品策划与市场推广，未提及任何数字工具、数据分析或技术系统，因此为0分。不是1分因为无相关证据。,False,False
570,0,,物业工程主管，负责机电设备管理，无数字技术或AI。,0,,岗位为物业工程管理，涉及机电设备维护，但未明示要求使用数字工具或信息系统，因此为0分。不是1分因为无相关技术工具要求。,False,False
571,2,嵌入式开发|单片机|数字电路|模拟电路|PCB设计,岗位核心是电子硬件开发，涉及嵌入式系统和电路设计，属于信息化和自动化技术。,2,嵌入式开发|单片机|数字电路|PCB 设计软件,岗位核心是电子硬件开发，涉及嵌入式、单片机、PCB设计等数字技术，属于核心产出，因此为2分。不是1分因为技术是核心而非辅助；不是3分因为未涉及AI/ML。,False,False
