canonical_id,from_score,from_evidence,from_reason,to_score,to_evidence,to_reason,score_changed,crossed_main_threshold
473,1,信息收集、统计,岗位核心是车险销售与出单，信息收集统计是辅助性数据处理，移除后销售职责仍成立，因此为1分而非0分或2分。,0,,无明示数字技术对象。职责为车商信息收集、保险出单等，未提及软件、系统、编程或数字硬件。虽可能使用办公软件，但原文未明示，不能推测。故为none。,True,False
474,0,,岗位描述仅涉及车间管理经验，未明示任何数字工具或技术，因此为0分而非1分。,0,,无明示数字技术对象。职责为4S店车间管理，未提及软件、数据、信息系统或数字硬件。故为none。,False,False
475,2,"手机基带系统原理设计|PCB布局和布线设计|EDA设计工具,Cadence",岗位核心是基带硬件设计，涉及EDA工具和PCB设计，属于核心数字技术，但未涉及AI/ML，因此为2分而非3分。,2,"负责手机基带系统原理设计,PCB摆件布局工作|指导与检查PCB布局和布线设计工作|熟练掌握和使用EDA设计工具,Cadence优先",数字对象证据：明确PCB设计、布局布线、EDA工具使用，属于电子系统硬件开发。移除这些数字技术后，基带工程师的主要产出无法成立，故为core。未涉及AI/ML，故strict_ai=false。,False,False
477,1,熟悉PRO-E、OFFICE办公软件,岗位核心是SOP编写与文件管理，PRO-E和Office是辅助工具，移除后技术文档工作仍成立，因此为1分而非2分。,1,熟悉PRO-E、OFFICE办公软件,数字对象证据：任职要求提及PRO-E和OFFICE软件。但岗位职责为BOM核对、作业指导书编写等，软件仅作为工具辅助主业。移除后，技术员主要产出仍成立，故为auxiliary。未达core，因无开发、设计等核心交付。,False,False
478,1,熟练应用计算机办公软件(word/excel/ppt),岗位核心是销售助理，办公软件是辅助工具，移除后销售支持职责仍成立，因此为1分而非2分。,1,熟练应用计算机办公软件(word/excel/ppt)及办公设备,数字对象证据：任职要求明确办公软件。岗位主业为销售支持、客户关系、合同管理等，办公软件仅为辅助工具。移除后销售助理主要产出仍成立，故为auxiliary。未达core，因无系统开发或技术交付。,False,False
479,0,,岗位描述仅涉及生产计划管理，未明示任何数字工具或技术，因此为0分而非1分。,0,,无明示数字技术对象。职责为制定销售计划、优化产品资源等，未提及软件、数据系统或数字工具。故为none。,False,False
480,1,"熟练使用 Office 办公软件,尤其是 Excel 的使用 ,具备数据统计分析能力|熟悉制图软件(UG,CAD等)",岗位核心是模具设计，使用CAD/UG和Excel进行数据统计是辅助工具，移除后设计职责仍成立，因此为1分；不是0分因为明确要求数字工具，不是2分因为工具使用非核心产出。,1,"系统基数数据的搜集和维护|熟练使用 Office 办公软件,尤其是 Excel 的使用 ,具备数据统计分析能力|熟悉制图软件(UG,CAD等)",数字对象为系统数据维护、Office和CAD软件。岗位主要产出是模具设计优化，移除数字技术后模具设计主业仍成立，故为辅助。无AI职责。,False,False
481,0,,岗位描述仅涉及财富规划、需求分析、风险评估等，未提及任何数字工具或技术，因此为0分；不是1分因为无任何数字工具要求。,0,,原文未明示任何数字工具、系统、软件或数据要求，仅描述财富规划服务内容，无数字技术对象。,False,False
482,2,"ERP二次开发工作|熟练掌握Java语言,能够独立完成二次开发|熟练掌握和使用主流数据库,如oracle、mysql、mssql、db2",岗位核心是软件开发，包括ERP二次开发和数据库使用，属于核心数字技术，因此为2分；不是1分因为开发是核心职责，不是3分因为未涉及AI/ML。,2,"ERP二次开发工作|开发组数据项目开发|自主应用项目开发|集成项目开发与系统二次开发|熟练掌握Java语言,能够独立完成二次开发",数字对象为ERP系统、数据库和编程语言。岗位主要产出是软件开发和系统部署，移除后岗位不成立，故为核心。无AI职责。,False,False
483,1,"能够熟练使用各种office办公软件,生物信息分析软件,数据分析软件",岗位核心是医学学术支持，使用生物信息分析软件和数据分析软件是辅助工具，移除后医学职责仍成立，因此为1分；不是0分因为明确要求专业软件，不是2分因为软件使用非核心产出。,1,"能够熟练使用各种office办公软件,生物信息分析软件,数据分析软件",数字对象为办公、生物信息分析和数据分析软件。岗位主要产出是医学学术支持，软件仅作为工具辅助，移除后主业仍成立，故为辅助。无AI职责。,False,False
484,1,能够熟练使用Coreldraw、photoshop、AI等软件,岗位核心是企划设计，使用设计软件是辅助工具，移除后企划职责仍成立，因此为1分；不是0分因为明确要求设计软件，不是2分因为软件使用非核心产出。,1,能够熟练使用Coreldraw、photoshop、AI等软件,数字对象为平面设计软件。岗位主要产出是企划设计，软件作为工具辅助，移除后设计主业仍成立，故为辅助。无AI职责。,False,False
485,0,,岗位描述涉及客户服务、社群运营，未提及任何数字工具或技术，因此为0分；不是1分因为无数字工具要求。,0,,原文未明示任何数字工具、系统或软件要求，仅描述社群运营和客户服务职责，无数字技术对象。,False,False
486,0,,岗位仅要求电工证和经验，未提及任何数字工具或技术，因此为0分；不是1分因为无数字工具要求。,0,,原文仅要求电工证和经验，未明示任何数字工具、系统或软件，无数字技术对象。,False,False
487,0,,岗位描述为银行专业人才，涉及运营、营销，未提及任何数字工具或技术，因此为0分；不是1分因为无数字工具要求。,0,,原文为银行分行岗位，要求金融、数学等专业，但未明示任何数字工具、系统或软件要求，无数字技术对象。,False,False
488,0,,岗位是LED销售工程师，核心职责是产品销售、客户开发与维护，未明示要求任何数字工具、信息系统、编程或AI技术。移除技术后销售产出仍成立，因此为0分，不是1分（无辅助数字工具要求）。,0,,岗位为LED销售工程师，职责为销售代理电子产品、客户开发、谈判签约，未明示任何数字技术对象（软件、数据、信息系统、编程等）。LED市场知识仅为产品背景，不构成数字技术。因此technology_role为none，score为0。,False,False
489,0,,岗位是售前/售后技术支持工程师，负责催化剂产品的技术方案、安装调试和用户培训，未明示要求使用数字工具、软件或AI。移除技术后技术支持产出仍成立，因此为0分，不是1分（无数字工具要求）。,0,,岗位为催化剂产品售前/售后技术支持，职责包括需求分析、编写技术方案、安装调试、用户培训，但未明示任何数字技术对象（软件、数据、信息系统等）。催化剂属于化工产品，不涉及数字技术。因此technology_role为none，score为0。,False,False
490,0,,岗位是成本会计，职责为成本监督、核算和报表审核，未明示要求使用数字工具或信息系统。移除技术后会计产出仍成立，因此为0分，不是1分（无数字工具要求）。,0,,岗位为成本会计，职责为生产成本监督、核算、报表审核、税务申报等，未明示任何数字技术对象。会计工作虽可能使用财务软件，但原文未提及，不能推测。因此technology_role为none，score为0。,False,False
491,0,,岗位是保险代理人招募，职责为销售保险、客户开发，未明示要求任何数字工具或技术。移除技术后销售产出仍成立，因此为0分，不是1分（无辅助数字工具要求）。,0,,岗位为保险代理人招募，职责为协助客户添置保障、提供线索奖励等，未明示任何数字技术对象。描述中无软件、数据、系统等要求。因此technology_role为none，score为0。,False,False
492,1,系统处理|单据报表制作,岗位是半成品仓管员，核心职责为仓库收货、盘点、5S管理等，但明确要求“系统处理”和“单据报表制作”，属于使用信息系统辅助仓储管理，技术非核心产出。因此为1分，不是0分（有数字工具要求）或2分（非系统开发或核心数字技术）。,1,系统处理|单据报表制作,岗位为半成品仓管员，职责包括系统处理、单据报表制作，明示了信息系统和报表工具作为辅助手段完成仓储主业。移除数字技术后，仓储管理仍成立，故为auxiliary。未达到core，因无系统开发、运维等核心交付。,False,False
493,1,通过电话、短信、微信等工具在办公室联系客户,岗位是车险销售专员，核心职责为电话销售车险，明确要求使用电话、短信、微信等数字沟通工具，但销售仍是核心产出，技术仅为辅助。因此为1分，不是0分（有数字工具要求）或2分（非技术核心）。,0,,岗位为车险电话销售，职责为通过电话、短信、微信联系客户促成车险，未明示任何数字技术对象。工具使用仅为沟通渠道，不构成数字技术。因此technology_role为none，score为0。,True,False
494,0,,岗位是工程主管（运行维修），职责为设备巡检、维保、团队管理，未明示要求使用数字工具或技术。移除技术后维修管理产出仍成立，因此为0分，不是1分（无数字工具要求）。,0,,岗位为工程主管（运行维修），职责为设备巡检、维保、应急培训、体系文件制定等，涉及强电、暖通、电梯管理，未明示任何数字技术对象。电工证等为电气资质，非数字技术。因此technology_role为none，score为0。,False,False
495,0,,岗位是市场专员，职责为产品售前技术支持、用户需求收集、招投标支持，未明示要求使用数字工具或技术。移除技术后市场支持产出仍成立，因此为0分，不是1分（无数字工具要求）。,0,,岗位为市场专员，职责为产品售前技术支持、用户需求收集、招投标支持等，但未明示任何数字技术对象。产品为医疗设备，技术支持内容未涉及软件、数据、系统等。因此technology_role为none，score为0。,False,False
497,0,,岗位描述仅涉及保险销售、团队管理和培训，未明示要求任何数字工具、信息系统、编程或AI技术。因此为0分，而非1分（无辅助数字工具要求）。,0,,岗位为保险销售/管理/培训，职责和任职资格均未明示任何数字技术对象，如软件、数据、系统或编程。,False,False
498,0,,岗位职责为设备管理、安全操作培训、检修监督等，未提及使用数字工具或信息系统。因此为0分，而非1分（无辅助数字工具要求）。,0,,岗位为设备管理员，职责涉及设备安全、检修、培训等，但未明示软件、数据、信息系统、编程或数字控制等数字技术对象。机械设计制造及电气专业背景不自动视为数字技术。,False,False
499,2,"负责控制器与伺服驱动器通讯现场总线协议的实现以及调试|负责开发驱动器的控制软件,包括位置环,速度环和电流环的控制|精通C语言、CanOpen协议|熟悉Ethercat协议、掌握若干开源包的开发调试与改进",岗位核心职责是开发控制软件和通讯协议，属于嵌入式/自动化软件开发，是核心数字技术。未涉及AI/ML，因此为2分而非3分。,2,"负责控制器与伺服驱动器通讯现场总线协议的实现以及调试|负责开发驱动器的控制软件,包括位置环,速度环和电流环的控制|精通C语言、CanOpen协议;熟悉Ethercat协议",岗位核心职责是开发控制软件和实现通讯协议，属于明确的软件和协议开发，数字技术是主要产出。未涉及AI/ML，故为2分。,False,False
500,0,,岗位职责为制度流程建设、人力资源、后勤管理等综合管理，未明示要求数字工具或技术。因此为0分，而非1分（无辅助数字工具要求）。,0,,岗位为综合管理科长，职责包括制度流程、人力资源、后勤等，未明示任何数字技术对象。,False,False
501,0,,岗位职责为房产销售管理、团队组建等，未明示要求数字工具或技术。因此为0分，而非1分（无辅助数字工具要求）。,0,,岗位为房产商圈经理，负责销售管理和团队组建，未明示数字技术对象。,False,False
502,1,负责相关的电力电子产品的说明书、产品手册的编制等技术类支持工作,岗位主要是技术支持、文档编制和协调工作，使用办公软件辅助，但核心产出是技术支持服务而非软件开发。因此为1分，而非2分（非核心数字技术开发）。,1,负责配合有源滤波、低压静止无功发生器SVG、低压电容电抗|产品OEM/ODM 过程的认证、测试、安装等各种技术支持工作|负责相关的电力电子产品的说明书、产品手册的编制等技术类支持工作,岗位为电力电子产品的技术支持，涉及测试、安装、文档编制等，但产品本身为电力电子设备，未明示软件、数据、信息系统或数字硬件等数字技术对象。技术支持工作不涉及数字系统的配置、诊断或部署，故为辅助。,False,False
503,1,熟练使用办公软件,岗位要求熟练使用办公软件，但核心职责是钣金零件跟单，办公软件仅为辅助工具。因此为1分，而非0分（明确要求办公软件）或2分（非核心数字技术）。,1,熟练使用办公软件,岗位为钣金跟单员，主要职责是零件跟进，使用办公软件作为工具，数字技术仅辅助主业。,False,False
504,0,,岗位职责为人伤查勘定损、理赔指导等，未明示要求数字工具或技术。因此为0分，而非1分（无辅助数字工具要求）。,0,,岗位为人伤查勘定损岗，职责涉及理赔查勘和客户解答，未明示任何数字技术对象。,False,False
505,0,,岗位描述仅涉及金融产品营销、客户服务等传统银行业务，未提及任何数字工具、信息系统或技术使用要求，因此为0分。不是1分，因为无任何数字工具要求。,0,,岗位描述为市场营销和金融服务，未明示任何数字技术对象（软件、数据、系统、编程等），仅涉及业务拓展和客户服务，故为none。,False,False
506,1,"熟练使用机械绘图的3D和2D软件(如CAD,Solidworks)",岗位核心是机械非标设计，CAD/Solidworks是辅助设计工具，移除后设计工作仍可进行（尽管效率降低），因此为1分。不是2分，因为软件开发或系统构建不是核心产出。,1,"熟练使用机械绘图的3D和2D软件(如CAD,Solidworks)",明确要求使用CAD/SolidWorks等工程软件，但仅作为机械非标设计的辅助工具；移除后岗位主要产出（机械设计）仍成立，故为auxiliary而非core。,False,False
507,1,能娴熟掌握Excel、Word等office办公软件者优先,出纳岗位核心是现金银行结算、账务处理，Excel/Word是辅助办公工具，移除后出纳工作仍成立，因此为1分。不是0分，因为明确要求办公软件技能；不是2分，因为不涉及系统开发或核心数字技术。,1,能娴熟掌握Excel、Word等office办公软件者优先,岗位职责为出纳，要求使用Excel等办公软件，但仅用于辅助财务主业；移除后出纳工作仍成立，故为auxiliary。,False,False
508,1,熟悉EXCEL等办公软件|熟悉用友或金蝶会计电算化软件优先,会计实习岗位核心是应收应付账款、凭证录入等财务工作，Excel和会计软件是辅助工具，移除后会计工作仍可手工完成，因此为1分。不是2分，因为不涉及软件开发或系统运维。,1,熟悉EXCEL等办公软件|熟悉用友或金蝶会计电算化软件优先,会计实习岗位要求使用Excel和会计软件，但仅作为辅助工具；移除后会计工作仍成立，故为auxiliary。,False,False
509,0,,岗位描述为线上客服运营，使用公司平台推送福利、添加微信等，未明示要求任何数字工具或技术技能，因此为0分。不是1分，因为未提及办公软件或信息系统使用要求。,0,,岗位为服务顾问，职责是客户维护和流转，未明示任何数字技术对象；标签中的“线上运营”等未在描述中体现具体数字技术，故为none。,False,False
510,0,,电焊工岗位仅要求手工电焊操作，未提及任何数字工具或技术，因此为0分。不是1分，因为无任何数字工具要求。,0,,电焊工岗位仅要求手工焊接技能，未提及任何数字技术对象，故为none。,False,False
511,2,"负责空调系统相关软件的设计、开发与优化|精通C/C++或Python等编程语言,熟悉嵌入式系统开发",岗位核心是空调系统软件开发，属于嵌入式软件研发，是核心数字技术产出，因此为2分。不是3分，因为未明确涉及AI/机器学习；不是1分，因为软件开发是核心职责而非辅助工具。,2,"负责空调系统相关软件的设计、开发与优化|精通C/C++或Python等编程语言,熟悉嵌入式系统开发",岗位核心职责是空调系统软件的设计与开发，明确要求编程语言和嵌入式开发，数字技术是主要产出；未涉及AI/ML，故为core而非strict AI。,False,False
512,0,,岗位描述仅列出专业和学历要求，未提及任何具体数字工具、编程或技术职责，因此为0分。不是1分，因为无任何数字工具要求。,0,,岗位描述仅列出专业要求和素质要求，未明示任何数字技术对象（如软件、编程、系统等），故为none。,False,False
513,1,熟练使用办公软件|到货单系统录入|录入系统单据,岗位核心是采购内勤事务，使用办公软件和系统录入是辅助工具，移除后采购内勤职责仍成立，因此为1分。不是0分因为明确要求数字工具；不是2分因为不涉及软件开发或核心数字技术。,1,到货单系统录入|协助采购担当录入系统单据|熟练使用办公软件,明确使用系统录入和办公软件，但岗位主业是采购内勤事务，数字技术仅辅助完成文书工作，移除后岗位仍成立，故为auxiliary而非none。,False,False
514,1,"熟悉财务软件,如金蝶、用友等",岗位核心是财务管理，财务软件是辅助工具，移除后财务经理职责仍成立，因此为1分。不是0分因为明确要求使用财务软件；不是2分因为不涉及软件开发或核心数字技术。,1,"熟悉财务软件,如金蝶、用友等",岗位职责为财务管理，仅任职资格要求熟悉财务软件，未明确承担系统开发、运维或配置等核心数字技术工作，软件仅作为工具辅助主业，故为auxiliary而非core。,False,False
515,0,,岗位描述仅涉及酒店方案设计、施工图设计等，未提及任何数字工具或技术，因此为0分。不是1分因为无任何数字工具要求。,0,,岗位为酒店方案设计师，职责涉及室内设计、施工图、现场服务等，未明示任何数字技术对象，故为none。,False,False
516,0,,岗位描述仅涉及资料管理、职称申请、会议纪要书写，未提及任何数字工具或技术，因此为0分。不是1分因为无任何数字工具要求。,0,,岗位为档案资料管理员，职责为资料管理、职称申请、会议纪要，未明示任何数字技术对象，故为none。,False,False
517,0,,岗位描述仅涉及氩弧焊技术操作和报表填写，未明确要求数字工具或技术，因此为0分。不是1分因为“填写报表”未明确为数字工具，且无其他数字工具要求。,0,,岗位为氩弧焊技术员，职责为焊接作业和填写报表，未明示数字技术对象，仅填写产能报表不构成数字技术证据，故为none。,False,False
519,0,,岗位描述涉及绩效考核、薪资清算、预算等，但未明确要求使用数字工具或软件，因此为0分。不是1分因为无任何数字工具要求。,1,月度绩效考核与季度绩效考核结果的汇总与清算|每月薪资及浮薪的预提与清算|年度、月度的人工成本预算与更新,岗位涉及数据汇总、清算和预算，但主要产出是薪酬绩效管理，数字处理仅作为辅助工具，移除后岗位仍成立，故为auxiliary而非none。,True,False
520,1,精通word、excel等办公软件,岗位核心是行政事务，办公软件是辅助工具，移除后行政助理职责仍成立，因此为1分。不是0分因为明确要求办公软件；不是2分因为不涉及软件开发或核心数字技术。,1,精通word、excel等办公软件,岗位为行政助理，职责为行政事务、记录业绩等，要求精通办公软件，但软件仅作为工具辅助主业，故为auxiliary而非none。,False,False
521,0,,岗位描述涉及暖通工程方案制定、设备检查、培训等，未提及任何数字工具或技术，因此为0分。不是1分因为无任何数字工具要求。,0,,岗位为暖通工程专家，职责涉及招投标支持、暖通方案制定、设备检查验收等，未明示任何数字技术对象，故为none。,False,False
522,1,能够对性能评价后形成数据开展一定分析工作|基本掌握检验常规设备的标准化操作,岗位核心是医学检验实验操作，数据分析仅为辅助工具，移除后检验产出仍成立，因此为1分；未涉及软件开发或AI研发，故不是2或3分。,0,,岗位职责为医学检验试验操作、文件撰写和数据分析，未明示软件、数据系统、编程等数字技术对象；标签为生物试剂技术，不构成数字技术证据。,True,False
523,1,"熟练操作Office等办公软件,能独立完成高质量PPT和呈现",培训专员的核心职责是培训组织与管理，办公软件仅作为辅助工具，移除后培训工作仍可进行，因此为1分；未涉及软件开发或AI，故不是2或3分。,1,"熟练操作Office等办公软件,能独立完成高质量PPT和呈现",明确要求Office办公软件和PPT，但仅用于培训组织、文档撰写等非数字主业，移除后培训专员岗位仍成立，故为辅助；未涉及系统开发运维，不构成核心。,False,False
524,0,,岗位职责为招聘、社保、培训、行政等传统人事工作，未明示要求任何数字工具或技术，因此为0分；不是1分因为无任何数字工具要求。,0,,岗位职责为招聘、社保、培训、行政等人力资源工作，未明示任何数字工具、系统或软件要求；标签为HR模块，无数字技术对象。,False,False
525,1,"熟练掌握办公软件和数据分析工具,能够对客户数据进行统计和分析",客户主管的核心是客户关系管理和销售，办公软件和数据分析仅为辅助工具，移除后客户管理职责仍成立，因此为1分；未涉及软件开发或AI，故不是2或3分。,1,"熟练掌握办公软件和数据分析工具,能够对客户数据进行统计和分析",要求办公软件和数据分析工具，但仅用于客户数据统计和分析以支持销售主业，移除后客户主管岗位仍成立；未涉及系统开发或数据产品建设，故为辅助。,False,False
526,0,,岗位职责为银行渠道维护和培训，未明示要求任何数字工具或技术，因此为0分；不是1分因为无任何数字工具要求。,0,,岗位职责为银行渠道维护和客户服务培训，未明示任何数字工具、系统或软件要求；标签为空，无数字技术对象。,False,False
527,0,,岗位职责为团队管理、营销和绩效追踪，未明示要求任何数字工具或技术，因此为0分；不是1分因为无任何数字工具要求。,0,,岗位职责为团队管理、营销和绩效追踪，未明示任何数字工具、系统或软件要求；标签为管理类，无数字技术对象。,False,False
528,0,,岗位职责为配电设备维护、故障排除和现场管理，未明示要求任何数字工具或技术，因此为0分；不是1分因为无任何数字工具要求。,0,,岗位职责为配电设备维护、巡检、故障诊断和安装工程管理，属于电气技术工作，未明示软件、数据系统、编程等数字技术对象；标签为空。,False,False
529,2,"负责IP规格/设计文档的制定,RTL coding, 功能调试以及覆盖率分析|负责IP集成,Lint/cdc检查, sdc/upf/timing收敛|熟练掌握Verilog HDL",岗位核心是芯片逻辑设计，涉及RTL编码、IP集成等数字硬件开发，属于核心数字技术，因此为2分；未明确提及AI/ML，故不是3分。,2,"负责IP规格/设计文档的制定,RTL coding, 功能调试以及覆盖率分析|负责IP集成,Lint/cdc检查, sdc/upf/timing收敛|熟练掌握Verilog HDL",岗位核心职责为数字芯片逻辑设计，包括RTL编码、IP集成、时序收敛等，属于数字硬件开发，移除后岗位无法成立；未涉及AI/ML，故为2分。,False,False
530,1,引进推广新技术新方法在住宅设施设备管理中应用,岗位核心是物业机电设备管理，新技术推广是辅助手段，移除后管理职责仍成立，因此为1分。不是0分因为明确提到新技术应用；不是2分因为未涉及软件开发或核心数字技术研发。,1,引进推广新技术新方法在住宅设施设备管理中应用,岗位主要产出是物业机电设备管理，数字技术对象仅泛称“新技术新方法”，无明确软件、数据、系统等对象。移除数字技术后，设备管理主业仍成立，故为auxiliary而非core。未涉及AI。,False,False
531,0,,岗位是店长，职责为销售和店铺管理，未明示要求任何数字工具或技术。因此为0分。不是1分因为未提及Office等工具。,0,,岗位为服装零售店长，职责和标签均未明示任何数字工具、软件、数据或系统要求，故为none。,False,False
532,1,熟练掌握办公软件,岗位是办公室文员，办公软件是辅助工具，核心是文员职责。因此为1分。不是0分因为明确要求办公软件；不是2分因为不涉及软件开发或核心数字技术。,1,熟练掌握办公软件,明确要求办公软件，但仅作为文员工作的辅助工具，移除后岗位主要产出仍成立，故为auxiliary。未涉及AI。,False,False
533,0,,岗位是销售储备干部，描述仅提及专业要求，未明示任何数字工具或技术。因此为0分。不是1分因为无相关证据。,0,,岗位为销售储备干部，仅提及专业要求，未明示任何数字工具、软件或系统要求，故为none。,False,False
534,0,,岗位是科学家，职责为配方研发和管理，未明示要求数字工具、编程或AI技术。因此为0分。不是1分因为未提及任何数字工具。,0,,岗位为化妆品配方科学家，职责涉及配方研发和客户技术支持，但未明示任何数字技术对象，故为none。,False,False
535,0,,与534相同，岗位是科学家，职责为配方研发和管理，未明示任何数字技术。因此为0分。,0,,与534相同，岗位为化妆品配方科学家，未明示数字技术对象，故为none。,False,False
536,2,分析风险定价|参与搭建新能源相关风控体系与线上化建设工作,岗位涉及金融风险定价和线上化系统建设，属于核心数字技术产出；不是1分因技术是核心职责；不是3分因未明确涉及AI/ML。,1,参与搭建新能源相关风控体系与线上化建设工作,岗位主要产出是新能源车险定价、行业研究和业务对接，数字技术仅体现为参与风控体系和线上化建设，无具体系统开发或数据技术交付，移除后主业仍成立，故为auxiliary而非core。未涉及AI。,True,True
538,1,"负责资本市场和行业的研究分析以及对二级市场行情监控和市值变动分析|分析证券市场动态,定期编写证券市场研究报告",岗位是证券业务管理，使用分析工具进行市场研究，但核心是资本运作和沟通，数字工具辅助分析，因此为1分。不是0分因为涉及数据分析；不是2分因为未要求开发模型或系统。,0,,岗位职责为证券研究分析，未明示任何数字技术对象或要求。,True,False
539,1,熟练电脑操作及Office办公软件,岗位核心是商务行政事务，Office软件是辅助工具，移除后岗位仍成立，因此为1分；未涉及软件开发或AI，故不是2或3分。,1,熟练电脑操作及Office办公软件,岗位职责为商务、统计、对接等日常事务，仅任职资格要求熟练Office办公软件，属于辅助工具，移除后岗位主要产出仍成立，故为auxiliary而非none。,False,False
540,0,,岗位职责为保险销售与客户服务，未明示要求任何数字工具或技术，因此为0分；无证据支持1分。,0,,岗位职责为保险销售、客户服务、资产配置及培训，全文未明示任何数字工具、系统、软件或数据要求，故为none。,False,False
541,0,,岗位职责为客户服务与销售支持，未明示要求数字工具或技术，因此为0分；无证据支持1分。,1,通过官方服务热线、企业微信添加客户微信|公司配备办公电话和电脑,岗位职责为客户服务与销售支持，使用企业微信和电脑仅作为沟通工具，移除后主要产出仍成立，故为auxiliary而非none。,True,False
542,0,,岗位为质量管理，未明示要求使用数字工具或技术，因此为0分；虽提及ISO体系，但未要求具体软件或系统，故不是1分。,0,,岗位职责为质量管理体系维护、检验、统计表等，未明示任何数字工具、软件或系统要求，仅提及ISO体系维护，不构成数字技术对象，故为none。,False,False
543,2,"高级Java开发|按项目需求任务完成开发工作|完成自己负责模块的软件单元测试与集成测试|编写开发文档、软件技术文档|熟悉J2EE技术架构体系,熟练掌握SSM、Spring cloud 、Nacos等主流框架",岗位核心是软件开发，属于核心数字技术，因此为2分；未涉及AI/ML研发，故不是3分。,2,"按项目需求任务完成开发工作|完成自己负责模块的软件单元测试与集成测试|编写开发文档、软件技术文档|熟悉J2EE技术架构体系,熟练掌握SSM、Spring cloud 、Nacos等主流框架|熟练使用MySQL、MongoDB等主流数据",岗位核心职责为Java软件开发、测试与文档编写，明确要求编程框架和数据库，数字技术是主要产出，故为core；未涉及AI/ML，故非3分。,False,False
544,0,,岗位为销售助理，未明示要求数字工具或技术，因此为0分；无证据支持1分。,0,,岗位职责为协助维护客户，仅要求简单英语口语，未明示任何数字工具或系统要求，故为none。,False,False
545,0,,岗位为销售助理，未明示要求数字工具或技术，因此为0分；无证据支持1分。,0,,岗位职责为协助维护客户，仅要求简单英语口语，未明示任何数字工具或系统要求，故为none。,False,False
546,1,熟练使用office办公软件,岗位核心是保洁管理，Office软件是辅助工具，移除后岗位仍成立，因此为1分；未涉及软件开发或AI，故不是2或3分。,1,熟练使用office办公软件,岗位职责为保洁项目管理，仅任职资格要求熟练使用office办公软件，属于辅助工具，移除后岗位主要产出仍成立，故为auxiliary而非none。,False,False
547,0,,岗位职责为市场规划、销售策略执行和业务开拓，未明示要求任何数字工具、信息系统、编程或AI技术。因此为0分，不是1分（无辅助数字工具要求）。,0,,岗位职责为市场战略、销售策略和业务开拓，未明示任何数字技术对象。任职要求仅提及客户资源和团队管理，无软件、数据或系统要求。,False,False
548,1,掌握计算机及office操作系统,岗位核心是房屋质量检查和维修管理，要求使用计算机和Office仅为辅助工具，移除后核心职责仍成立。因此为1分，不是0分（明确要求数字工具）或2分（非核心数字技术产出）。,1,掌握计算机及office操作系统,岗位主要产出是房屋质量检查和维修管理，属于工程服务主业。要求掌握计算机及Office操作系统仅作为辅助工具完成文档记录，移除后主业仍成立。无其他数字技术对象，故为auxiliary而非core。,False,False
549,2,维护和优化现有信息系统|参与新项目的需求分析、设计、编码、测试|熟悉Android、HTML5、CSS3等相关技术|有实际项目开发经验|熟悉Android系统的开发框架,岗位核心是信息系统维护和软件开发，属于核心数字技术产出。未涉及AI/ML研发，因此为2分，不是1分（非辅助工具）或3分（无AI/ML明确要求）。,2,"维护和优化现有信息系统|参与新项目的需求分析、设计、编码、测试等工作|熟悉Android、HTML5、CSS3等相关技术,有实际项目开发经验",岗位职责明确包括信息系统维护、需求分析、设计、编码和测试，属于软件开发与系统运维，数字技术是核心产出。未涉及AI/ML，故为2分。,False,False
551,1,会使用天准二次元检测仪、Miutoyo镭射测量仪等测量设备,岗位核心是数控机床操作和产品加工，使用测量设备为辅助工具，移除后核心产出仍成立。因此为1分，不是0分（明确要求数字测量设备）或2分（非核心数字技术产出）。,0,,岗位为数控机床操作和刀具生产，涉及机械加工和测量设备使用，但未明示软件、编程、数据或数字系统等数字技术对象。数控操作本身不自动视为数字技术，故为none。,True,False
553,0,,岗位职责为操作押出机台、了解机台参数和保养，未明示要求数字工具、信息系统或编程。因此为0分，不是1分（无辅助数字工具要求）。,0,,岗位为线材押出组长，职责为操作押出机台、了解参数和保养，属于传统制造业操作，未明示任何数字技术对象。,False,False
554,0,,岗位职责为客户关系维护、资产配置和金融产品销售，未明示要求数字工具、信息系统或编程。因此为0分，不是1分（无辅助数字工具要求）。,0,,岗位为私人银行客户经理，职责为客户开拓、关系维护和资产配置服务，未明示数字技术对象。要求持有金融资格证书，但无软件、数据或系统技术职责。,False,False
557,1,熟悉ERP\PLM等财务软件|熟练使用office办公软件,岗位核心是成本管理和财务分析，要求使用ERP/PLM和Office仅为辅助工具，移除后核心职责仍成立。因此为1分，不是0分（明确要求数字工具）或2分（非核心数字技术产出）。,1,软件标准化:将标准化文件在系统中进行实施|参与公司ERP软件项目的上线和维护|熟悉ERP\PLM等财务软件,岗位主要产出是成本管理和财务分析，属于财务主业。涉及ERP系统实施和维护，但职责描述为参与上线和维护，且任职资格要求熟悉ERP/PLM软件，属于辅助主业完成成本管理，未达到核心系统开发或运维程度，故为auxiliary。,False,False
558,0,,岗位职责为驾驶、车辆保养和行政事务，未明示要求数字工具、信息系统或编程。因此为0分，不是1分（无辅助数字工具要求）。,0,,岗位为商务司机，职责为车辆驾驶、保养和行政事务，未明示任何数字技术对象。,False,False
